Open,Close,High,Low,Volume
0.038060234,0.084265194,0.084265194,0.038060234,10
0.084265194,0.146446609,0.146446609,0.084265194,10
0.146446609,0.222214883,0.222214883,0.146446609,10
0.222214883,0.308658284,0.308658284,0.222214883,10
0.308658284,0.402454839,0.402454839,0.308658284,10
0.402454839,0.5,0.5,0.402454839,10
0.5,0.597545161,0.597545161,0.5,10
0.597545161,0.691341716,0.691341716,0.597545161,10
0.691341716,0.777785117,0.777785117,0.691341716,10
0.777785117,0.853553391,0.853553391,0.777785117,10
0.853553391,0.915734806,0.915734806,0.853553391,10
0.915734806,0.961939766,0.961939766,0.915734806,10
0.961939766,0.99039264,0.99039264,0.961939766,10
0.99039264,1,1,0.99039264,10
1,0.99039264,1,0.99039264,10
0.99039264,0.961939766,0.99039264,0.961939766,10
0.961939766,0.915734806,0.961939766,0.915734806,10
0.915734806,0.853553391,0.915734806,0.853553391,10
0.853553391,0.777785117,0.853553391,0.777785117,10
0.777785117,0.691341716,0.777785117,0.691341716,10
0.691341716,0.597545161,0.691341716,0.597545161,10
0.597545161,0.5,0.597545161,0.5,10
0.5,0.402454839,0.5,0.402454839,10
0.402454839,0.308658284,0.402454839,0.308658284,10
0.308658284,0.222214883,0.308658284,0.222214883,10
0.222214883,0.146446609,0.222214883,0.146446609,10
0.146446609,0.084265194,0.146446609,0.084265194,10
0.084265194,0.038060234,0.084265194,0.038060234,10
0.038060234,0.00960736,0.038060234,0.00960736,10
0.00960736,0,0.00960736,0,10
0,0.00960736,0.00960736,0,10
0.00960736,0.038060234,0.038060234,0.00960736,10
0.038060234,0.084265194,0.084265194,0.038060234,10
0.084265194,0.146446609,0.146446609,0.084265194,10
0.146446609,0.222214883,0.222214883,0.146446609,10
0.222214883,0.308658284,0.308658284,0.222214883,10
0.308658284,0.402454839,0.402454839,0.308658284,10
0.402454839,0.5,0.5,0.402454839,10
0.5,0.597545161,0.597545161,0.5,10
0.597545161,0.691341716,0.691341716,0.597545161,10
0.691341716,0.777785117,0.777785117,0.691341716,10
0.777785117,0.853553391,0.853553391,0.777785117,10
0.853553391,0.915734806,0.915734806,0.853553391,10
0.915734806,0.961939766,0.961939766,0.915734806,10
0.961939766,0.99039264,0.99039264,0.961939766,10
0.99039264,1,1,0.99039264,10
1,0.99039264,1,0.99039264,10
0.99039264,0.961939766,0.99039264,0.961939766,10
0.961939766,0.915734806,0.961939766,0.915734806,10
0.915734806,0.853553391,0.915734806,0.853553391,10
0.853553391,0.777785117,0.853553391,0.777785117,10
0.777785117,0.691341716,0.777785117,0.691341716,10
0.691341716,0.597545161,0.691341716,0.597545161,10
0.597545161,0.5,0.597545161,0.5,10
0.5,0.402454839,0.5,0.402454839,10
0.402454839,0.308658284,0.402454839,0.308658284,10
0.308658284,0.222214883,0.308658284,0.222214883,10
0.222214883,0.146446609,0.222214883,0.146446609,10
0.146446609,0.084265194,0.146446609,0.084265194,10
0.084265194,0.038060234,0.084265194,0.038060234,10
0.038060234,0.00960736,0.038060234,0.00960736,10
0.00960736,0,0.00960736,0,10
0,0.00960736,0.00960736,0,10
0.00960736,0.038060234,0.038060234,0.00960736,10
0.038060234,0.084265194,0.084265194,0.038060234,10
0.084265194,0.146446609,0.146446609,0.084265194,10
0.146446609,0.222214883,0.222214883,0.146446609,10
0.222214883,0.308658284,0.308658284,0.222214883,10
0.308658284,0.402454839,0.402454839,0.308658284,10
0.402454839,0.5,0.5,0.402454839,10
0.5,0.597545161,0.597545161,0.5,10
0.597545161,0.691341716,0.691341716,0.597545161,10
0.691341716,0.777785117,0.777785117,0.691341716,10
0.777785117,0.853553391,0.853553391,0.777785117,10
0.853553391,0.915734806,0.915734806,0.853553391,10
0.915734806,0.961939766,0.961939766,0.915734806,10
0.961939766,0.99039264,0.99039264,0.961939766,10
0.99039264,1,1,0.99039264,10
1,0.99039264,1,0.99039264,10
0.99039264,0.961939766,0.99039264,0.961939766,10
0.961939766,0.915734806,0.961939766,0.915734806,10
0.915734806,0.853553391,0.915734806,0.853553391,10
0.853553391,0.777785117,0.853553391,0.777785117,10
0.777785117,0.691341716,0.777785117,0.691341716,10
0.691341716,0.597545161,0.691341716,0.597545161,10
0.597545161,0.5,0.597545161,0.5,10
0.5,0.402454839,0.5,0.402454839,10
0.402454839,0.308658284,0.402454839,0.308658284,10
0.308658284,0.222214883,0.308658284,0.222214883,10
0.222214883,0.146446609,0.222214883,0.146446609,10
0.146446609,0.084265194,0.146446609,0.084265194,10
0.084265194,0.038060234,0.084265194,0.038060234,10
0.038060234,0.00960736,0.038060234,0.00960736,10
0.00960736,0,0.00960736,0,10
0,0.00960736,0.00960736,0,10
0.00960736,0.038060234,0.038060234,0.00960736,10
0.038060234,0.084265194,0.084265194,0.038060234,10
0.084265194,0.146446609,0.146446609,0.084265194,10
0.146446609,0.222214883,0.222214883,0.146446609,10
0.222214883,0.308658284,0.308658284,0.222214883,10
0.308658284,0.402454839,0.402454839,0.308658284,10
0.402454839,0.5,0.5,0.402454839,10
0.5,0.597545161,0.597545161,0.5,10
0.597545161,0.691341716,0.691341716,0.597545161,10
0.691341716,0.777785117,0.777785117,0.691341716,10
0.777785117,0.853553391,0.853553391,0.777785117,10
0.853553391,0.915734806,0.915734806,0.853553391,10
0.915734806,0.961939766,0.961939766,0.915734806,10
0.961939766,0.99039264,0.99039264,0.961939766,10
0.99039264,1,1,0.99039264,10
1,0.99039264,1,0.99039264,10
0.99039264,0.961939766,0.99039264,0.961939766,10
0.961939766,0.915734806,0.961939766,0.915734806,10
0.915734806,0.853553391,0.915734806,0.853553391,10
0.853553391,0.777785117,0.853553391,0.777785117,10
0.777785117,0.691341716,0.777785117,0.691341716,10
0.691341716,0.597545161,0.691341716,0.597545161,10
0.597545161,0.5,0.597545161,0.5,10
0.5,0.402454839,0.5,0.402454839,10
0.402454839,0.308658284,0.402454839,0.308658284,10
0.308658284,0.222214883,0.308658284,0.222214883,10
0.222214883,0.146446609,0.222214883,0.146446609,10
0.146446609,0.084265194,0.146446609,0.084265194,10
0.084265194,0.038060234,0.084265194,0.038060234,10
0.038060234,0.00960736,0.038060234,0.00960736,10
0.00960736,0,0.00960736,0,10
0,0.00960736,0.00960736,0,10
0.00960736,0.038060234,0.038060234,0.00960736,10
0.038060234,0.084265194,0.084265194,0.038060234,10
0.084265194,0.146446609,0.146446609,0.084265194,10
0.146446609,0.222214883,0.222214883,0.146446609,10
0.222214883,0.308658284,0.308658284,0.222214883,10
0.308658284,0.402454839,0.402454839,0.308658284,10
0.402454839,0.5,0.5,0.402454839,10
0.5,0.597545161,0.597545161,0.5,10
0.597545161,0.691341716,0.691341716,0.597545161,10
0.691341716,0.777785117,0.777785117,0.691341716,10
0.777785117,0.853553391,0.853553391,0.777785117,10
0.853553391,0.915734806,0.915734806,0.853553391,10
0.915734806,0.961939766,0.961939766,0.915734806,10
0.961939766,0.99039264,0.99039264,0.961939766,10
0.99039264,1,1,0.99039264,10
1,0.99039264,1,0.99039264,10
0.99039264,0.961939766,0.99039264,0.961939766,10
0.961939766,0.915734806,0.961939766,0.915734806,10
0.915734806,0.853553391,0.915734806,0.853553391,10
0.853553391,0.777785117,0.853553391,0.777785117,10
0.777785117,0.691341716,0.777785117,0.691341716,10
0.691341716,0.597545161,0.691341716,0.597545161,10
0.597545161,0.5,0.597545161,0.5,10
0.5,0.402454839,0.5,0.402454839,10
0.402454839,0.308658284,0.402454839,0.308658284,10
0.308658284,0.222214883,0.308658284,0.222214883,10
0.222214883,0.146446609,0.222214883,0.146446609,10
0.146446609,0.084265194,0.146446609,0.084265194,10
0.084265194,0.038060234,0.084265194,0.038060234,10
0.038060234,0.00960736,0.038060234,0.00960736,10
0.00960736,0,0.00960736,0,10
0,0.00960736,0.00960736,0,10
0.00960736,0.038060234,0.038060234,0.00960736,10
0.038060234,0.084265194,0.084265194,0.038060234,10
0.084265194,0.146446609,0.146446609,0.084265194,10
0.146446609,0.222214883,0.222214883,0.146446609,10
0.222214883,0.308658284,0.308658284,0.222214883,10
0.308658284,0.402454839,0.402454839,0.308658284,10
0.402454839,0.5,0.5,0.402454839,10
0.5,0.597545161,0.597545161,0.5,10
0.597545161,0.691341716,0.691341716,0.597545161,10
0.691341716,0.777785117,0.777785117,0.691341716,10
0.777785117,0.853553391,0.853553391,0.777785117,10
0.853553391,0.915734806,0.915734806,0.853553391,10
0.915734806,0.961939766,0.961939766,0.915734806,10
0.961939766,0.99039264,0.99039264,0.961939766,10
0.99039264,1,1,0.99039264,10
1,0.99039264,1,0.99039264,10
0.99039264,0.961939766,0.99039264,0.961939766,10
0.961939766,0.915734806,0.961939766,0.915734806,10
0.915734806,0.853553391,0.915734806,0.853553391,10
0.853553391,0.777785117,0.853553391,0.777785117,10
0.777785117,0.691341716,0.777785117,0.691341716,10
0.691341716,0.597545161,0.691341716,0.597545161,10
0.597545161,0.5,0.597545161,0.5,10
0.5,0.402454839,0.5,0.402454839,10
0.402454839,0.308658284,0.402454839,0.308658284,10
0.308658284,0.222214883,0.308658284,0.222214883,10
0.222214883,0.146446609,0.222214883,0.146446609,10
0.146446609,0.084265194,0.146446609,0.084265194,10
0.084265194,0.038060234,0.084265194,0.038060234,10
0.038060234,0.00960736,0.038060234,0.00960736,10
0.00960736,0,0.00960736,0,10
0,0.00960736,0.00960736,0,10
0.00960736,0.038060234,0.038060234,0.00960736,10
0.038060234,0.084265194,0.084265194,0.038060234,10
0.084265194,0.146446609,0.146446609,0.084265194,10
0.146446609,0.222214883,0.222214883,0.146446609,10
0.222214883,0.308658284,0.308658284,0.222214883,10
0.308658284,0.402454839,0.402454839,0.308658284,10
0.402454839,0.5,0.5,0.402454839,10
0.5,0.597545161,0.597545161,0.5,10
0.597545161,0.691341716,0.691341716,0.597545161,10
0.691341716,0.777785117,0.777785117,0.691341716,10
0.777785117,0.853553391,0.853553391,0.777785117,10
0.853553391,0.915734806,0.915734806,0.853553391,10
0.915734806,0.961939766,0.961939766,0.915734806,10
0.961939766,0.99039264,0.99039264,0.961939766,10
0.99039264,1,1,0.99039264,10
1,0.99039264,1,0.99039264,10
0.99039264,0.961939766,0.99039264,0.961939766,10
0.961939766,0.915734806,0.961939766,0.915734806,10
0.915734806,0.853553391,0.915734806,0.853553391,10
0.853553391,0.777785117,0.853553391,0.777785117,10
0.777785117,0.691341716,0.777785117,0.691341716,10
0.691341716,0.597545161,0.691341716,0.597545161,10
0.597545161,0.5,0.597545161,0.5,10
0.5,0.402454839,0.5,0.402454839,10
0.402454839,0.308658284,0.402454839,0.308658284,10
0.308658284,0.222214883,0.308658284,0.222214883,10
0.222214883,0.146446609,0.222214883,0.146446609,10
0.146446609,0.084265194,0.146446609,0.084265194,10
0.084265194,0.038060234,0.084265194,0.038060234,10
0.038060234,0.00960736,0.038060234,0.00960736,10
0.00960736,0,0.00960736,0,10
0,0.00960736,0.00960736,0,10
0.00960736,0.038060234,0.038060234,0.00960736,10
0.038060234,0.084265194,0.084265194,0.038060234,10
0.084265194,0.146446609,0.146446609,0.084265194,10
0.146446609,0.222214883,0.222214883,0.146446609,10
0.222214883,0.308658284,0.308658284,0.222214883,10
0.308658284,0.402454839,0.402454839,0.308658284,10
0.402454839,0.5,0.5,0.402454839,10
0.5,0.597545161,0.597545161,0.5,10
0.597545161,0.691341716,0.691341716,0.597545161,10
0.691341716,0.777785117,0.777785117,0.691341716,10
0.777785117,0.853553391,0.853553391,0.777785117,10
0.853553391,0.915734806,0.915734806,0.853553391,10
0.915734806,0.961939766,0.961939766,0.915734806,10
0.961939766,0.99039264,0.99039264,0.961939766,10
0.99039264,1,1,0.99039264,10
1,0.99039264,1,0.99039264,10
0.99039264,0.961939766,0.99039264,0.961939766,10
0.961939766,0.915734806,0.961939766,0.915734806,10
0.915734806,0.853553391,0.915734806,0.853553391,10
0.853553391,0.777785117,0.853553391,0.777785117,10
0.777785117,0.691341716,0.777785117,0.691341716,10
0.691341716,0.597545161,0.691341716,0.597545161,10
0.597545161,0.5,0.597545161,0.5,10
0.5,0.402454839,0.5,0.402454839,10
0.402454839,0.308658284,0.402454839,0.308658284,10
0.308658284,0.222214883,0.308658284,0.222214883,10
0.222214883,0.146446609,0.222214883,0.146446609,10
0.146446609,0.084265194,0.146446609,0.084265194,10
0.084265194,0.038060234,0.084265194,0.038060234,10
0.038060234,0.00960736,0.038060234,0.00960736,10
0.00960736,0,0.00960736,0,10
0,0.00960736,0.00960736,0,10
0.00960736,0.038060234,0.038060234,0.00960736,10
0.038060234,0.084265194,0.084265194,0.038060234,10
0.084265194,0.146446609,0.146446609,0.084265194,10
0.146446609,0.222214883,0.222214883,0.146446609,10
0.222214883,0.308658284,0.308658284,0.222214883,10
0.308658284,0.402454839,0.402454839,0.308658284,10
0.402454839,0.5,0.5,0.402454839,10
0.5,0.597545161,0.597545161,0.5,10
0.597545161,0.691341716,0.691341716,0.597545161,10
0.691341716,0.777785117,0.777785117,0.691341716,10
0.777785117,0.853553391,0.853553391,0.777785117,10
0.853553391,0.915734806,0.915734806,0.853553391,10
0.915734806,0.961939766,0.961939766,0.915734806,10
0.961939766,0.99039264,0.99039264,0.961939766,10
0.99039264,1,1,0.99039264,10
1,0.99039264,1,0.99039264,10
0.99039264,0.961939766,0.99039264,0.961939766,10
0.961939766,0.915734806,0.961939766,0.915734806,10
0.915734806,0.853553391,0.915734806,0.853553391,10
0.853553391,0.777785117,0.853553391,0.777785117,10
0.777785117,0.691341716,0.777785117,0.691341716,10
0.691341716,0.597545161,0.691341716,0.597545161,10
0.597545161,0.5,0.597545161,0.5,10
0.5,0.402454839,0.5,0.402454839,10
0.402454839,0.308658284,0.402454839,0.308658284,10
0.308658284,0.222214883,0.308658284,0.222214883,10
0.222214883,0.146446609,0.222214883,0.146446609,10
0.146446609,0.084265194,0.146446609,0.084265194,10
0.084265194,0.038060234,0.084265194,0.038060234,10
0.038060234,0.00960736,0.038060234,0.00960736,10
0.00960736,0,0.00960736,0,10
0,0.00960736,0.00960736,0,10
0.00960736,0.038060234,0.038060234,0.00960736,10
0.038060234,0.084265194,0.084265194,0.038060234,10
0.084265194,0.146446609,0.146446609,0.084265194,10
0.146446609,0.222214883,0.222214883,0.146446609,10
0.222214883,0.308658284,0.308658284,0.222214883,10
0.308658284,0.402454839,0.402454839,0.308658284,10
0.402454839,0.5,0.5,0.402454839,10
0.5,0.597545161,0.597545161,0.5,10
0.597545161,0.691341716,0.691341716,0.597545161,10
0.691341716,0.777785117,0.777785117,0.691341716,10
0.777785117,0.853553391,0.853553391,0.777785117,10
0.853553391,0.915734806,0.915734806,0.853553391,10
0.915734806,0.961939766,0.961939766,0.915734806,10
0.961939766,0.99039264,0.99039264,0.961939766,10
0.99039264,1,1,0.99039264,10
1,0.99039264,1,0.99039264,10
0.99039264,0.961939766,0.99039264,0.961939766,10
0.961939766,0.915734806,0.961939766,0.915734806,10
0.915734806,0.853553391,0.915734806,0.853553391,10
0.853553391,0.777785117,0.853553391,0.777785117,10
0.777785117,0.691341716,0.777785117,0.691341716,10
0.691341716,0.597545161,0.691341716,0.597545161,10
0.597545161,0.5,0.597545161,0.5,10
0.5,0.402454839,0.5,0.402454839,10
0.402454839,0.308658284,0.402454839,0.308658284,10
0.308658284,0.222214883,0.308658284,0.222214883,10
0.222214883,0.146446609,0.222214883,0.146446609,10
0.146446609,0.084265194,0.146446609,0.084265194,10
0.084265194,0.038060234,0.084265194,0.038060234,10
0.038060234,0.00960736,0.038060234,0.00960736,10
0.00960736,0,0.00960736,0,10
0,0.00960736,0.00960736,0,10
0.00960736,0.038060234,0.038060234,0.00960736,10
0.038060234,0.084265194,0.084265194,0.038060234,10
0.084265194,0.146446609,0.146446609,0.084265194,10
0.146446609,0.222214883,0.222214883,0.146446609,10
0.222214883,0.308658284,0.308658284,0.222214883,10
0.308658284,0.402454839,0.402454839,0.308658284,10
0.402454839,0.5,0.5,0.402454839,10
0.5,0.597545161,0.597545161,0.5,10
0.597545161,0.691341716,0.691341716,0.597545161,10
0.691341716,0.777785117,0.777785117,0.691341716,10
0.777785117,0.853553391,0.853553391,0.777785117,10
0.853553391,0.915734806,0.915734806,0.853553391,10
0.915734806,0.961939766,0.961939766,0.915734806,10
0.961939766,0.99039264,0.99039264,0.961939766,10
0.99039264,1,1,0.99039264,10
1,0.99039264,1,0.99039264,10
0.99039264,0.961939766,0.99039264,0.961939766,10
0.961939766,0.915734806,0.961939766,0.915734806,10
0.915734806,0.853553391,0.915734806,0.853553391,10
0.853553391,0.777785117,0.853553391,0.777785117,10
0.777785117,0.691341716,0.777785117,0.691341716,10
0.691341716,0.597545161,0.691341716,0.597545161,10
0.597545161,0.5,0.597545161,0.5,10
0.5,0.402454839,0.5,0.402454839,10
0.402454839,0.308658284,0.402454839,0.308658284,10
0.308658284,0.222214883,0.308658284,0.222214883,10
0.222214883,0.146446609,0.222214883,0.146446609,10
0.146446609,0.084265194,0.146446609,0.084265194,10
0.084265194,0.038060234,0.084265194,0.038060234,10
0.038060234,0.00960736,0.038060234,0.00960736,10
0.00960736,0,0.00960736,0,10
0,0.00960736,0.00960736,0,10
0.00960736,0.038060234,0.038060234,0.00960736,10
